"Type","KeyCite Treatment","KeyCite URL","Title","Document URL","Court Line","Filed Date","Citation","Cite Caveat","Parallel Cite","Docket Num","Summary","Search Snippet 1","Search Snippet 2",
"Cases","","","Caterpillar Logistics Services, Inc. v. Solis","https://www.westlaw.com/Document/Ia133fff972cc11e1be29b2facdefeebe/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Seventh Circuit.","March 20, 2012","674 F.3d 705","","2012 WL 919659","=""11-2958""","LABOR AND EMPLOYMENT - Occupational Safety. ALJ failed to consider employer's experience with department in determining that injury was work-related.","...year, and ALJ did not make a finding regarding the statistical significance.  29 C.F.R. §§1904.4(a) 1904.5(a) [6...","...for workplace conditions.  Caterpillar Logistics did not perform tests for statistical significance but the agency has the burden of proving causation by...",
"Cases","","","Karlo v. Pittsburgh Glass Works, LLC","https://www.westlaw.com/Document/I469d8490d7a611e6b27be1b44e7e7e5b/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Third Circuit.","January 10, 2017","849 F.3d 61","","2017 WL 83385","=""15-3435""","LABOR AND EMPLOYMENT - Experts. Testimony of employees' expert on human resources practices lacked relevance to employees' ADEA disparate impact claim.","...to gerrymander arbitrary age groups in order to manufacture a statistically significant effect. We disagree. FN9. For example, Lowe offers a flawed...","...a particular result, that may invalidate the usual tests of statistical significance. Id. at 341 In addition, the appropriate inference for plaintiffs...",
"Cases","","","Detroit General Retirement System v. Medtronic, Inc.","https://www.westlaw.com/Document/I3581337ec16d11df952a80d2993fba83/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Eighth Circuit.","September 16, 2010","621 F.3d 800","","2010 WL 3583388","=""09-2518""","SECURITIES REGULATION - Fraud. Investors in medical device manufacturer failed to plead material falsity of challenged statements or omissions with particularity.","...for the Quattro leads and while the difference was not statistically significant, it had the potential to become significant over time and...","...rate for the Fidelis compared to other models was not statistically significant but would become significant over time if it continued.  Representatives...",
"Cases","","","LeBlanc ex rel. Estate of LeBlanc v. Chevron USA, Inc.","https://www.westlaw.com/Document/I6beea738cda311df84cb933efb759da4/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","September 23, 2010","396 Fed.Appx. 94","","2010 WL 3824509","09-31149","TORTS - Experts. Proffered expert hematologist's opinion that exposure to benzene caused myelofibrosis with myeloid metaplasia (MMM) was not sufficiently reliable.","...opinion was based on epidemiological studies that did not present statistically significant results, that did not assess relationship between benzene exposure and...","...excluded Prof. Solanky's testimony because his work simply established the statistical significance of studies underlying Dr. Gardner's conclusions that the court rejected...",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ie8411c5dd2aa11e1b60ab297d3d07bc5&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","National Environmental Development Ass'n's Clean Air Project v. E.P.A.","https://www.westlaw.com/Document/Ie8411c5dd2aa11e1b60ab297d3d07bc5/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, District of Columbia Circuit.","July 20, 2012","686 F.3d 803","","2012 WL 2948519","10-1252, 10-1256, 11-1073, 10-1254, 10-1258, 11-1080, 10-1255, 10-1259, 11-1081, 11-1090, 11-1092","ENVIRONMENTAL LAW - Clean Air. National ambient air quality standard set for sulfur dioxide was not arbitrary and capricious.","...Id. At 400 ppb and greater, the effects often were statistically significant at the group mean level and were accompanied by respiratory...","...using multi-pollutant regression models was arbitrary or capricious. 3. Statistical Significance Petitioners also argue that EPA acted arbitrarily in setting the...",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I442e7853f3c111e2a160cacff148223f&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Mississippi v. E.P.A.","https://www.westlaw.com/Document/I442e7853f3c111e2a160cacff148223f/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, District of Columbia Circuit.","July 23, 2013","723 F.3d 246","","2013 WL 3799741","08-1200, 08-1202, 08-1203, 08-1204, 08-1206","ENVIRONMENTAL LAW - Clean Air. Environmental Protection Agency properly considered body of scientific evidence in revising air quality standards for ozone.","...properly assessed controlled human-exposure studies that did not show statistically- significant effects on lung function at certain ozone exposure level; EPA...","...it was concerned and that application of that model yielded statistically- significant results at same level. Clean Air Act, §§108(a...",
"Cases","","","Mississippi v. E.P.A.","https://www.westlaw.com/Document/I73827c23629411e3a341ea44e5e1f25f/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, District of Columbia Circuit.","December 11, 2013","744 F.3d 1334","","2013 WL 6486930","08-1200, 08-1202, 08-1203, 08-1204, 08-1206","ENVIRONMENTAL LAW - Clean Air. Environmental Protection Agency properly considered body of scientific evidence in revising air quality standards for ozone.","...properly assessed controlled human-exposure studies that did not show statistically- significant effects on lung function at certain ozone exposure level; EPA...","...it was concerned and that application of that model yielded statistically- significant results at same level. Clean Air Act, §§108(a...",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I4d8f9764ffef11e4b86bd602cb8781fa&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Novartis Pharmaceuticals Corp. v. Watson Laboratories, Inc.","https://www.westlaw.com/Document/I4d8f9764ffef11e4b86bd602cb8781fa/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Federal Circuit.","May 21, 2015","611 Fed.Appx. 988","","2015 WL 2403308","2015-1062, 2014-1799, 2015-1120, 2014-1800, 2015-1141, 2015-1061, 2015-1121","PATENTS - Drugs. Claims in patents directed to transdermal pharmaceutical formulations of rivastigmine were not invalid as obvious.","...presented calculations using three different analytical methods to support the statistical significance of the test results. However, another of Par's experts found...","...indicated that the differences shown in Novartis's data were not statistically significant. The district court accordingly found that Novartis failed to provide sufficient expert testimony as to the statistical significance of its test results; as a result, the district court...",
"Cases","","","Latino Officers Ass'n City of New York, Inc. v. City of New York","https://www.westlaw.com/Document/I295a854e0a3b11deb7e683ba170699a5/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","March 04, 2009","558 F.3d 159","","2009 WL 564217","07-5293-CV","LITIGATION - Contempt. City officials were not in contempt of settlement order in employment discrimination class action.","...they presented, and because plaintiffs offer no analysis regarding the statistical significance of their findings, we agree with the District Court's conclusion...","...and lacking any analysis from the plaintiffs' expert regarding the statistical significance of the disparities he identified, we are in complete agreement...",
"Cases","","","Lewis v. Ascension Parish School Bd.","https://www.westlaw.com/Document/I6dfa88008e3e11e5a807ad48145ed9f1/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","November 17, 2015","806 F.3d 344","","2015 WL 7273326","15-30030","EDUCATION - School Districts. Challenge to school redistricting plan was subject to rational basis review as parent could not show a racially discriminatory effect.","...plan, where father failed to present any evidence as to statistical significance of increase, father presented only one year of statistical results...","...failed to introduce evidence to establish that these differences are statistically significant, or that such differences are the result of unequal educational...",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I5e2a6fca946611e1b66bbd5332e2d275&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","S.E.C. v. Morgan Keegan & Co., Inc.","https://www.westlaw.com/Document/I5e2a6fca946611e1b66bbd5332e2d275/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Eleventh Circuit.","May 02, 2012","678 F.3d 1233","","2012 WL 1520895","11-13992","SECURITIES REGULATION - Fraud. Representations to individual investors could be material in SEC enforcement action.","...clinical trials, there were no reports of anosmia and no statistically significant difference between the adverse event rates for the treated and...","...defense was that the plaintiff investors failed to allege a  statistically significant correlation between the use of Zicam and [loss of smell...",
"Cases","","","Caterpillar Logistics, Inc. v. Perez","https://www.westlaw.com/Document/Ic7b76d9663be11e3a659df62eba144e8/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Seventh Circuit.","December 12, 2013","737 F.3d 1117","","2013 WL 6504640","=""13-1106""","Background: Employer filed petition for review of order of the Occupational Safety and Health Review Commission, 2011 WL 2732360, which assessed a penalty for failing to log employee's injury as a work-related injury. The Court of Appeals, 674 F.3d 705, vacated and remanded. On remand, the ALJ again sustained the penalty, 2012 WL 3875598, and the...","...whether the sample size is large enough to draw a statistically significant inference given the rarity of epicondylitis in the general population...","...674 F.3d at 709.  The ALJ did not explore statistical significance on remandindeed, he declined to reopen the record so...",
"Cases","","","Avon Pension Fund v. GlaxoSmithKline PLC","https://www.westlaw.com/Document/Iff03c014918411de8bf6cd8525c41437/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","August 24, 2009","343 Fed.Appx. 671","","2009 WL 2591173","08-4363-CV","SECURITIES REGULATION - Fraud. Officers' trading history did not support cogent and compelling inference of fraudulent intent.","...pleads no facts indicating that the test results were even statistically significant.  In fact, the complaint incorporates by reference the 2007 congressional...","...Id. at 46.  These allegations include the myriad findings of statistical significance  in various studies conducted by GSK, id. at 48; the...",
