Title	Document.URL	Court.Line	Citation	Filed.Date	Summary
Nunes v. Massachusetts Dept. of Correction	https://www.westlaw.com/Document/I374a862b3ce711e49488c8f438320c70/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, First Circuit.	766 F.3d 136	September 12, 2014	Background: Prisoners with HIV brought action against the Massachusetts Department of Correction, a prison healthcare provider, and various corrections officials, challenging the decision to dispense HIV medication only in single doses at the dispensing window as violative of the Eighth Amendment, the Rehabilitation Act, and the Americans with...
In re Efthymiopoulos	https://www.westlaw.com/Document/I8e68a560959411e69981dc2250b07c82/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Federal Circuit.	839 F.3d 1375	October 18, 2016	PATENTS - Drugs. Claims in application for patent for methods of treating or preventing influenza with particular drug by oral inhalation were invalid as obvious.
Silverstrand Investments v. AMAG Pharmaceuticals, Inc.	https://www.westlaw.com/Document/I13593d456f9211e28a21ccb9036b2470/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, First Circuit.	707 F.3d 95	February 04, 2013	SECURITIES REGULATION - Registration and Disclosure. Complaint sufficiently alleged claim that registration statement omitted uncertainties and risks required to be disclosed.
Brennan v. Zafgen, Inc.	https://www.westlaw.com/Document/I5b8841801c0511e7bc7a881983352365/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, First Circuit.	853 F.3d 606	April 07, 2017	HEALTH - Drugs. Allegations against anti-obesity drug company failed to support claim it engaged in securities fraud.
Waterkeeper Alliance v. Environmental Protection Agency	https://www.westlaw.com/Document/I39ab3fe01ef311e78e18865f4d27462d/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, District of Columbia Circuit.	853 F.3d 527	April 11, 2017	ENVIRONMENTAL LAW - CERCLA. EPA's final rule creating exemption to CERCLA reporting requirements was not reasonable interpretation of statutory ambiguity.
In re Spirits Intern., N.V.	https://www.westlaw.com/Document/I61d0a2c6349811deb23ec12d34598277/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Federal Circuit.	563 F.3d 1347	April 29, 2009	TRADEMARKS - Trade Names. Remand was required for correct application of materiality test in determining that mark was geographically deceptive.
Kimbrough v. Secretary, DOC	https://www.westlaw.com/Document/Iefecfc9d283f11dea82ab9f4ee295c21/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Eleventh Circuit.	565 F.3d 796	April 13, 2009	CRIMINAL JUSTICE - Habeas Corpus. Trial counsel was not ineffective for failing to present mental health evidence in penalty phase of trial.
Seaman v. Seacor Marine L.L.C.	https://www.westlaw.com/Document/Id342ce06363911dea82ab9f4ee295c21/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fifth Circuit.	326 Fed.Appx. 721	April 30, 2009	MARITIME LAW - Personal Injury. Expert opinion that was neither factually supported nor scientifically reliable was inadmissible in Jones Act suit.
Sherman v. Westinghouse Savannah River Co.	https://www.westlaw.com/Document/Ica770c1ad66611dc8dba9deb08599717/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fourth Circuit.	263 Fed.Appx. 357	February 07, 2008	LABOR AND EMPLOYMENT - Discrimination. That employee was forced to dress out more often than white employees was insufficient to establish prima facie case.
U.S. v. Jones	https://www.westlaw.com/Document/I8400bc81da5d11e191598982704508d1/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, First Circuit.	689 F.3d 12	July 27, 2012	CRIMINAL JUSTICE - Experts. Court reasonably refused to admit expert testimony regarding eyewitness identification and instead only giving instructions.
Public Employees Retirement System of Mississippi, Puerto Rico Teachers Retirement System v. Amedisys, Inc.	https://www.westlaw.com/Document/I413213c54b1e11e4b86bd602cb8781fa/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fifth Circuit.	769 F.3d 313	October 02, 2014	SECURITIES REGULATION - Fraud. Investors adequately alleged that defendants' misrepresentations or omissions proximately caused their economic loss.
In re Omnicom Group, Inc. Securities Litigation	https://www.westlaw.com/Document/Ic12d86722b9211dfaad3d35f6227d4a8/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Second Circuit.	597 F.3d 501	March 09, 2010	SECURITIES REGULATION - Fraud. Investors could not establish loss causation in securities fraud case under a corrective disclosure theory.
Murphy v. U.S.	https://www.westlaw.com/Document/I208d15e07b8811df86c1ad798a0ca1c1/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fourth Circuit.	383 Fed.Appx. 326	June 17, 2010	HEALTH - Evidence. District Court properly refused to admit excerpts of naval medical center's labor and delivery manuals on limited issue of causation.
Lay v. Singing River Health System	https://www.westlaw.com/Document/I9c1038e0560a11e7bb97edaf3db64019/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fifth Circuit.	--- Fed.Appx. ----	June 19, 2017	Virginia Lay challenges the summary judgment granted Singing River Health System against this action, which claims age discrimination in her termination in conjunction with a reduction-in-force. She fails to show a genuine dispute of material fact for whether Singing River's reason for termination was pretext for such claimed discrimination....
Ahmed v. Johnson	https://www.westlaw.com/Document/I15cc2634e12f11e3a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, First Circuit.	752 F.3d 490	May 21, 2014	LABOR AND EMPLOYMENT - Discrimination. Fact issues precluded summary judgment as to federal employee's Title VII discrimination claim based on non-promotion.
Communities for a Better Environment v. E.P.A.	https://www.westlaw.com/Document/Ieddfdba1c18c11e381b8b0e9e015e69e/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, District of Columbia Circuit.	748 F.3d 333	April 11, 2014	ENVIRONMENTAL LAW - Clean Air. EPA's decision not to alter primary air quality standards for carbon monoxide was not arbitrary and capricious.
Grant v. Metropolitan Government of Nashville and Davidson County, Tenn.	https://www.westlaw.com/Document/Iaaf1c21fd21d11e0bc27967e57e99458/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Sixth Circuit.	446 Fed.Appx. 737	August 26, 2011	LABOR AND EMPLOYMENT - Discrimination. Employees failed to establish prima facie case of disparate impact race discrimination.
Jones v. City of Boston	https://www.westlaw.com/Document/I16a25900cd8d11e6b27be1b44e7e7e5b/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, First Circuit.	845 F.3d 28	December 28, 2016	LABOR AND EMPLOYMENT - Discrimination. Police department's use of hair drug testing that caused disparate impact on African-Americans was job related and consistent with business necessity.
Looney v. Moore	https://www.westlaw.com/Document/I0aa4ea5062a711e7a3f3a229dca6c9c6/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Eleventh Circuit.	861 F.3d 1303	July 06, 2017	HEALTH - Malpractice. There was no evidence that premature infants' participation in clinical study probably caused their neuro-developmental and respiratory impairments, precluding their medical malpractice claims.
Central Rabbinical Congress of U.S. & Canada v. New York City Dept. of Health & Mental Hygiene	https://www.westlaw.com/Document/Iee301fa2246711e490d4edf60ce7d742/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Second Circuit.	763 F.3d 183	August 15, 2014	CIVIL RIGHTS - Religion. Ordinance prohibiting any person from performing direct oral suction as part of circumcision was subject to strict scrutiny.
Moberly ex rel. Moberly v. Secretary of Health and Human Services	https://www.westlaw.com/Document/I559585b2015311dfa7e0c40c26bf1b92/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Federal Circuit.	592 F.3d 1315	January 13, 2010	HEALTH - Vaccines. Evidence was insufficient to prove that diphtheria-pertussis-tetanus (DPT) vaccination caused vaccine recipient's seizure disorder.
Grant v. City of Blytheville, Arkansas	https://www.westlaw.com/Document/I89d7dd40aaca11e6bdb7b23a3c66d5b3/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Eighth Circuit.	841 F.3d 767	November 14, 2016	LABOR AND EMPLOYMENT - Discrimination. Fifty-nine-year-old, African-American employee failed to demonstrate prima facie VII employment discrimination claim.
Harkonen v. U.S. Dept. of Justice	https://www.westlaw.com/Document/I33042d14565811e5b4bafa136b480ad2/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	800 F.3d 1143	September 08, 2015	GOVERNMENT - Records. Agencies permissibly interpreted Information Quality Act when excluding press releases from coverage under their guidelines.
C.W. ex rel. Wood v. Textron, Inc.	https://www.westlaw.com/Document/I5e1ba0994c0e11e5a807ad48145ed9f1/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Seventh Circuit.	807 F.3d 827	August 26, 2015	PRODUCTS LIABILITY - Experts. District court did not abuse its discretion in excluding testimony of parents' experts.
Vincent v. Utah Plastic Surgery Soc.	https://www.westlaw.com/Document/I6093c3a8501511e5a807ad48145ed9f1/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Tenth Circuit.	621 Fed.Appx. 546	August 31, 2015	ANTITRUST - Health Care Providers. Cosmetic surgeons failed to state false advertising claims against board certified plastic surgeons under Lanham Act.
Clark v. Matthews Intern. Corp.	https://www.westlaw.com/Document/If14a038174bf11e0a34df17ea74c323f/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Eighth Circuit.	639 F.3d 391	May 02, 2011	LITIGATION - Jurisdiction. Employee sought over $75,000, as required for diversity jurisdiction over Missouri age discrimination claim.
Turner v. Public Service Co. of Colorado	https://www.westlaw.com/Document/I38d08579343e11deb23ec12d34598277/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Tenth Circuit.	563 F.3d 1136	April 28, 2009	LABOR AND EMPLOYMENT - Discrimination. Criteria prospective employer used to rate interviewees was not excessively subjective.
Hyland v. HomeServices of America, Inc.	https://www.westlaw.com/Document/I5d8bee366b7311e4b4bafa136b480ad2/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Sixth Circuit.	771 F.3d 310	November 13, 2014	ANTITRUST - Pricing. Home sellers failed to establish conspiracy among real estate firms to fix commissions in violation of Sherman Act.
Beeman v. Anthem Prescription Management, LLC	https://www.westlaw.com/Document/I01da5545cadb11e1b11ea85d0b248d27/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	689 F.3d 1002	June 06, 2012	CIVIL RIGHTS - Free Speech. Free speech question concerning studies by drug claims processors would be certified to state court.
Reynolds v. Barrett	https://www.westlaw.com/Document/I4005d9aacb4611e191598982704508d1/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Second Circuit.	685 F.3d 193	July 11, 2012	LABOR AND EMPLOYMENT - Discrimination. Claims for intentional discrimination against individual state officials could not be assessed under disparate-impact theory.
Peabody Coal Co. v. Director, Office of Workers' Compensation Programs	https://www.westlaw.com/Document/I1f1f5d1fb99d11e3b58f910794d4f75e/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	746 F.3d 1119	April 01, 2014	LABOR AND EMPLOYMENT - Workers' Compensation. ALJ could consider regulatory preamble to evaluate conflicting expert medical opinions.
Hardie v. National Collegiate Athletic Association	https://www.westlaw.com/Document/If0eaa2f05b5b11e7bb97edaf3db64019/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	861 F.3d 875	June 27, 2017	EDUCATION - Athletics. African-American high-school women's basketball coach failed to establish disparate impact claim against the National Collegiate Athletic Association (NCAA).
Natural Resources Defense Council v. E.P.A.	https://www.westlaw.com/Document/I318af153568311e287a9c52cdddac4f7/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, District of Columbia Circuit.	706 F.3d 428	January 04, 2013	ADMINISTRATIVE PRACTICE - Judicial Review. EPA's final action took place when it published its final views in final fine particulate matter implementation rules.
Hubbard v. BankAtlantic Bancorp, Inc.	https://www.westlaw.com/Document/If344f54ad4d911e1b66bbd5332e2d275/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Eleventh Circuit.	688 F.3d 713	July 23, 2012	SECURITIES REGULATION - Fraud. Insufficient evidence supported finding of loss causation in shareholder's Rule 10b5 action against holding company.
Hall v. Bed Bath & Beyond, Inc.	https://www.westlaw.com/Document/I1587572c66d311e280719c3f0e80bdd0/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Federal Circuit.	705 F.3d 1357	January 25, 2013	PATENTS - Design. Complaint had sufficient facial plausibility to allow for reasonable inference of design patent infringement.
McCauley v. City of Chicago	https://www.westlaw.com/Document/Ie43c9a6ffb2a11e0bc27967e57e99458/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Seventh Circuit.	671 F.3d 611	October 20, 2011	CIVIL RIGHTS - Equal Protection. The administrator of decedent's estate failed to state Monell claim against City for equal protection violation.
Amphastar Pharmaceuticals Inc. v. Aventis Pharma SA	https://www.westlaw.com/Document/Ic42d8a60367211e7bc7a881983352365/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	856 F.3d 696	May 11, 2017	GOVERNMENT - Attorney Fees. On issue of first impression, FCA attorney fee provision provided for award attorneys' fees even if action was dismissed for lack of jurisdiction.
Time Warner Cable, Inc. v. DIRECTV, Inc.	https://www.westlaw.com/Document/I5cd31c67466611dcb979ebb8243d536d/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Second Circuit.	497 F.3d 144	August 09, 2007	TRADEMARKS - Advertising. Satellite tv provider's internet ads amounted to puffery which could not support false advertising claim under Lanham Act.
Bright v. GB Bioscience Inc.	https://www.westlaw.com/Document/I177863becada11ddbc7bf97f340af743/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fifth Circuit.	305 Fed.Appx. 197	December 15, 2008	LABOR AND EMPLOYMENT - Discrimination. Employer's nondiscriminatory reasons for not hiring temporary contract worker were not pretext for racial discrimination.
United States v. Hosford	https://www.westlaw.com/Document/I08f16f90bc4311e6972aa83e6c16e5f7/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fourth Circuit.	843 F.3d 161	December 06, 2016	CRIMINAL JUSTICE - Weapons. Gun Control Act's prohibition against unlicensed firearm dealing was constitutional under Second Amendment.
Peek-A-Boo Lounge of Bradenton, Inc. v. Manatee County, Fla.	https://www.westlaw.com/Document/Iae032e6d256a11e080558336ea473530/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Eleventh Circuit.	630 F.3d 1346	January 21, 2011	CIVIL RIGHTS - Free Speech. Zoning ordinance regulating sexually oriented businesses did not violate the First Amendment.
U.S. v. Howard	https://www.westlaw.com/Document/Ifaa56a7b7c2b11e49488c8f438320c70/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fourth Circuit.	773 F.3d 519	December 04, 2014	Background: Defendant was convicted in the United States District Court for the Eastern District of North Carolina, James C. Dever, III, Chief Judge, of conspiracy to distribute and possess with intent to distribute a controlled substance, phencyclidine (PCP), distribution of PCP, and possession of a firearm in furtherance of a drug trafficking...
U.S. v. W.R. Grace	https://www.westlaw.com/Document/I7de66f6067a911dcb979ebb8243d536d/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	504 F.3d 745	September 20, 2007	CRIMINAL JUSTICE - Indictment and Information. Six-month grace period applied allowing reindictment of Clean Air Act's knowing endangerment object of conspiracy count.
Noyes v. Kelly Services	https://www.westlaw.com/Document/I28e42acf0dd111dcaba8d9d29eb57eff/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	488 F.3d 1163	May 29, 2007	LITIGATION - Discovery. District court should have extended discovery deadline to allow deposition of witness.
Ambrose v. Booker	https://www.westlaw.com/Document/I2d29f804c13811e1b60ab297d3d07bc5/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Sixth Circuit.	684 F.3d 638	June 28, 2012	CRIMINAL JUSTICE - Habeas Corpus. Petitioners showed cause to excuse their procedural default of fair cross-section claim.
Green Party of Tennessee v. Hargett	https://www.westlaw.com/Document/I2f555ca63af811e280719c3f0e80bdd0/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Sixth Circuit.	700 F.3d 816	November 30, 2012	GOVERNMENT - Elections. Tennessee ballot access statute was not unconstitutionally vague.
Hendrix ex rel. G.P. v. Evenflo Co., Inc.	https://www.westlaw.com/Document/I36b151997e2e11dfbd1deb0d18fe7234/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Eleventh Circuit.	609 F.3d 1183	June 22, 2010	PRODUCTS LIABILITY - Experts. Medical expert opinion based on differential etiology analysis was not admissible for failure to establish general causation.
Bricklayers and Trowel Trades Intern. Pension Fund v. Credit Suisse Securities (USA) LLC	https://www.westlaw.com/Document/Id2474c55db9e11e39488c8f438320c70/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, First Circuit.	752 F.3d 82	May 14, 2014	SECURITIES REGULATION - Experts. Event study was not reliable, and thus was properly excluded as evidence on summary judgment in securities fraud action.
Promega Corp. v. Life Technologies Corp.	https://www.westlaw.com/Document/Ic90ed361848b11e4a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Federal Circuit.	773 F.3d 1338	December 15, 2014	PATENTS - Biotechnology. Patents directed toward process for examining polymorphism in samples of DNA were invalid for lack of enablement.
